cpu0;avg_rtt_a1;avg_rtt_a2;avg_loss_a1;avg_loss_a2;r_a1;r_a2
2110.26;41.27;222.52;0.00001;0.0;2;3
2113.71;42.36;221.61;0.00001;0.0;2;3
2117.31;41.89;221.32;0.00001;0.0;2;3
2120.88;41.63;220.87;0.00001;0.0;2;3
2124.47;41.89;222.42;0.00001;0.0;2;3
2127.86;41.19;221.36;0.00001;0.0;2;3
2131.24;41.38;221.2;0.00001;0.0;2;3
2134.74;40.94;221.4;0.00001;0.0;2;3
2138.2;41.61;221.59;0.00001;0.0;2;3
2141.53;40.45;223.72;0.00001;0.0;2;3
2145.22;41.68;221.82;0.00001;0.0;2;3
2148.78;40.69;222.1;0.00001;0.0;2;3
2152.31;41.76;221.47;0.00001;0.0;2;3
2155.91;41.29;222.6;0.00001;0.0;2;3
2159.56;41.12;221.58;0.00001;0.0;2;3
2163.04;40.36;222.7;0.00001;0.0;2;3
2166.68;40.76;220.95;0.00001;0.0;2;3
2170.29;41.58;221.72;0.00001;0.0;2;3
2173.79;41.64;222.94;0.00001;0.0;2;3
2177.18;40.86;221.75;0.00001;0.0;2;3
2180.77;41.97;221.94;0.00001;0.0;2;3
2184.53;41.09;221.77;0.00001;0.0;2;3
2188.02;41.07;221.45;0.00001;0.0;2;3
2191.57;41.98;220.95;0.00001;0.0;2;3
2195.14;41.8;222.22;0.00001;0.0;2;3
2198.71;41.61;222.05;0.00001;0.0;2;3
2202.28;40.89;221.71;0.00001;0.0;2;3
2205.86;41.72;221.74;0.00001;0.0;2;3
2209.39;41.52;221.62;0.00001;0.0;2;3
2213.05;41.49;221.13;0.00001;0.0;2;3
2216.59;41.2;222.24;0.00001;0.0;2;3
2220.18;41.04;221.98;0.00001;0.0;2;3
2223.74;41.09;221.26;0.00001;0.0;2;3
2223.74;41.58;220.88;0.00001;0.0;2;3
2227.3;41.13;221.0;0.00001;0.0;2;3
2231.0;41.1;222.41;0.00001;0.0;2;3
2234.56;41.36;220.61;0.00001;0.0;2;3
2238.16;41.32;221.92;0.00001;0.0;2;3
2241.78;41.96;222.12;0.00001;0.0;2;3
2245.27;41.38;222.5;0.00001;0.0;2;3
2248.73;41.0;221.78;0.00001;0.0;2;3
2252.23;41.25;221.75;0.00001;0.0;2;3
2255.87;42.23;221.64;0.00001;0.0;2;3
2259.65;41.49;221.12;0.00001;0.0;2;3
2263.16;42.16;221.71;0.00001;0.0;2;3
2266.66;41.89;221.49;0.00001;0.0;2;3
2270.22;40.99;222.13;0.00001;0.0;2;3
2273.86;41.06;221.96;0.00001;0.0;2;3
2277.52;41.02;221.71;0.00001;0.0;2;3
2281.25;41.47;222.17;0.00001;0.0;2;3
2284.95;41.41;222.0;0.00001;0.0;2;3
2288.47;40.64;222.15;0.00001;0.0;2;3
2292.08;42.01;221.8;0.00001;0.0;2;3
2295.59;41.64;223.01;0.00001;0.0;2;3
2299.17;40.89;220.6;0.00001;0.0;2;3
2302.76;40.89;220.6;0.00001;0.0;2;3
2306.36;41.97;221.34;0.00001;0.0;2;3
2309.77;41.59;222.58;0.00001;0.0;2;3
2313.51;41.91;221.51;0.00001;0.0;2;3
2317.2;42.55;222.84;0.00001;0.0;2;3
2320.75;40.58;222.36;0.00001;0.0;2;3
2324.29;41.8;222.99;0.00001;0.0;2;3
2327.88;41.7;221.29;0.00001;0.0;2;3
2331.42;42.19;220.66;0.00001;0.0;2;3
2335.0;42.37;222.72;0.00001;0.0;2;3
2338.57;40.94;222.07;0.00001;0.0;2;3
2342.21;40.55;222.36;0.00001;0.0;2;3
2345.84;41.34;221.66;0.00001;0.0;2;3
2349.46;41.23;221.67;0.00001;0.0;2;3
2352.96;41.07;222.63;0.00001;0.0;2;3
2356.57;41.27;221.52;0.00001;0.0;2;3
2360.09;41.11;221.15;0.00001;0.0;2;3
2363.68;40.88;221.79;0.00001;0.0;2;3
2367.19;42.0;221.93;0.00001;0.0;2;3
2370.76;41.63;222.62;0.00001;0.0;2;3
2374.24;0.0;0.0;0.0;0.0;0;0
2377.77;41.16;220.99;0.00001;0.0;2;3
2381.14;40.77;220.77;0.00001;0.0;2;3
2382.49;42.0;221.07;0.00001;0.0;2;3
2384.46;41.73;220.14;0.00001;0.0;2;3
2385.14;42.37;220.24;0.00001;0.0;2;3
2385.14;41.86;220.18;0.00001;0.0;2;3
2386.42;40.59;220.8;0.00001;0.0;2;3
2389.74;41.7;220.51;0.00002;0.0;2;3
2393.1;41.06;221.97;0.00002;0.0;2;3
2396.48;41.81;219.96;0.00003;0.0;2;3
2399.98;41.42;219.85;0.00003;0.0;2;3
2403.3;41.15;220.26;0.00002;0.0;3;3
2406.63;41.36;219.91;0.00002;0.0;3;3
2409.92;41.53;219.88;0.00002;0.0;3;3
2413.26;40.63;219.78;0.00002;0.0;3;3
2416.54;42.43;220.08;0.00002;0.0;3;3
2419.96;41.21;220.32;0.00002;0.0;3;3
2423.39;41.53;219.64;0.00002;0.0;3;3
2426.86;40.45;219.62;0.00002;0.0;3;3
2430.26;0.0;0.0;0.0;0.0;0;0
2433.47;40.59;219.52;0.00002;0.0;3;3
2436.86;41.81;220.63;0.00002;0.0;3;3
2440.3;40.88;219.6;0.00001;0.0;3;3
2443.78;40.63;219.93;0.00001;0.0;3;3
2447.1;40.93;219.32;0.00001;0.0;3;3
2450.33;41.56;220.23;0.00001;0.0;3;3
2453.61;41.13;219.29;0.00001;0.0;3;3
2457.07;41.16;220.23;0.00001;0.0;3;3
2460.32;41.35;219.33;0.00001;0.0;3;3
2463.68;41.12;220.01;0.00001;0.0;3;3
2467.13;41.25;219.94;0.00001;0.0;3;3
2470.53;40.59;220.26;0.00001;0.0;3;3
2473.58;40.78;219.38;0.00001;0.0;3;3
2476.82;41.29;219.72;0.00001;0.0;3;3
2480.2;40.9;219.91;0.00001;0.0;3;3
2483.46;40.74;219.69;0.00001;0.0;3;3
2486.72;40.62;220.24;0.00001;0.0;3;3
2490.01;40.96;220.88;0.00001;0.0;3;3
2493.43;40.92;220.51;0.00001;0.0;3;3
2493.43;41.16;219.39;0.00001;0.0;3;3
2496.74;41.73;219.99;0.00001;0.0;3;3
2499.91;41.24;220.52;0.00001;0.0;3;3
2503.26;41.46;219.55;0.00001;0.0;3;3
2506.62;41.41;220.22;0.00001;0.0;3;3
2509.97;41.22;220.51;0.00001;0.0;3;3
2513.19;40.71;219.96;0.00001;0.0;3;3
2516.46;41.4;220.23;0.00001;0.0;3;3
2519.71;41.15;219.71;0.00001;0.0;3;3
2523.19;41.22;219.66;0.00001;0.0;3;3
2526.56;41.89;219.93;0.00001;0.0;3;3
2529.84;41.7;219.67;0.00001;0.0;3;3
2533.26;41.38;219.65;0.00001;0.0;3;3
2536.66;41.42;220.51;0.00001;0.0;3;3
2539.91;41.42;219.6;0.00001;0.0;3;3
2543.34;41.4;220.78;0.00001;0.0;3;3
2546.86;41.37;219.64;0.00001;0.0;3;3
2550.15;41.22;219.67;0.00001;0.0;3;3
2553.53;40.97;220.19;0.00001;0.0;3;3
2556.77;41.54;219.38;0.00001;0.0;3;3
2560.08;0.0;0.0;0.0;0.0;0;0
2563.52;41.36;219.64;0.00001;0.0;3;3
2566.93;41.4;219.97;0.00001;0.0;3;3
2570.14;40.99;219.93;0.00001;0.0;3;3
2573.44;41.68;221.42;0.00001;0.0;3;3
2576.89;41.24;219.57;0.00001;0.0;3;3
2580.34;41.4;219.75;0.00001;0.0;3;3
2583.79;40.72;219.58;0.00001;0.0;3;3
2587.25;41.03;219.91;0.00001;0.0;3;3
2590.62;40.7;220.15;0.00001;0.0;3;3
2594.02;40.94;220.07;0.00001;0.0;3;3
2597.36;41.4;220.28;0.00001;0.0;3;3
2600.68;41.8;219.4;0.00001;0.0;3;3
2603.88;41.59;219.7;0.00001;0.0;3;3
2607.15;41.28;220.29;0.00001;0.0;3;3
2610.48;41.55;219.64;0.00001;0.0;3;3
2613.84;41.36;219.98;0.00001;0.0;3;3
2617.35;41.56;219.93;0.00001;0.0;3;3
2620.7;41.71;220.55;0.00001;0.0;3;3
2624.16;41.44;219.53;0.00001;0.0;3;3
2627.42;41.36;219.75;0.00001;0.0;3;3
2630.84;41.22;219.92;0.00001;0.0;3;3
2634.17;40.85;219.68;0.00001;0.0;3;3
2637.53;41.35;219.34;0.00001;0.0;3;3
2640.87;42.14;219.36;0.00001;0.0;3;3
2644.18;41.32;219.34;0.00001;0.0;3;3
2647.57;41.48;219.92;0.00001;0.0;3;3
2650.9;41.26;221.3;0.00001;0.0;3;3
2654.33;41.55;219.53;0.00001;0.0;3;3
2657.56;41.11;219.61;0.00001;0.0;3;3
2660.72;41.11;219.61;0.00001;0.0;3;3
2664.03;41.67;219.34;0.00001;0.0;3;3
2667.42;40.81;219.32;0.00001;0.0;3;3
2670.79;41.33;220.2;0.00001;0.0;3;3
2674.0;40.65;219.53;0.00001;0.0;3;3
2677.26;40.89;219.81;0.00001;0.0;3;3
2680.55;41.04;219.61;0.00001;0.0;3;3
2683.81;40.87;219.61;0.00001;0.0;3;3
2687.16;40.87;219.92;0.00001;0.0;3;3
2690.53;41.1;219.61;0.00001;0.0;3;3
2693.96;41.2;219.62;0.00001;0.0;3;3
2697.22;40.58;220.83;0.00001;0.0;3;3
2700.45;41.61;219.95;0.00001;0.0;3;3
2703.87;41.62;220.27;0.00001;0.0;3;3
2707.33;41.75;219.78;0.00001;0.0;3;3
2710.69;40.67;220.31;0.00001;0.0;3;3
2714.15;41.12;219.85;0.00001;0.0;3;3
2717.51;40.89;219.94;0.00001;0.0;3;3
2720.81;41.44;220.92;0.00001;0.0;3;3
2724.09;40.86;219.94;0.00001;0.0;3;3
2727.43;41.72;220.48;0.00001;0.0;3;3
2730.81;40.66;219.83;0.00001;0.0;3;3
2734.1;41.02;219.79;0.00001;0.0;3;3
2737.43;41.5;220.39;0.00001;0.0;3;3
2740.62;40.62;219.64;0.00001;0.0;3;3
2743.77;41.28;219.59;0.00001;0.0;3;3
2747.25;40.73;219.4;0.00001;0.0;3;3
2750.66;40.89;219.7;0.00001;0.0;3;3
2754.2;40.75;219.64;0.00001;0.0;3;3
2757.56;40.84;219.92;0.00001;0.0;3;3
2760.93;42.31;220.83;0.00001;0.0;3;3
2764.28;41.25;219.39;0.00001;0.0;3;3
2766.07;41.35;219.64;0.00001;0.0;3;3
2767.7;41.23;219.92;0.00001;0.0;3;3
2769.95;42.21;219.64;0.00001;0.0;3;3
2769.97;41.42;219.69;0.00001;0.0;3;3
2769.97;40.66;220.58;0.00001;0.0;3;3
2770.84;41.21;219.94;0.00001;0.0;3;3
2773.86;41.33;219.47;0.00001;0.0;3;3
2773.86;40.54;220.61;0.00001;0.0;3;3
2776.94;39.73;219.29;0.00001;0.0;3;3
2780.0;39.34;220.04;0.00001;0.0;3;3
2782.81;39.36;220.04;0.00001;0.0;3;3
2785.84;39.54;220.57;0.00001;0.0;3;4
2788.98;39.51;221.52;0.00001;0.0;3;4
2791.92;39.38;220.46;0.00001;0.0;3;4
2795.07;39.44;220.81;0.00001;0.0;3;4
2798.38;39.47;220.91;0.00001;0.0;3;4
2801.51;39.43;222.11;0.00001;0.0;3;4
2804.66;39.41;221.09;0.00001;0.0;3;4
2807.84;39.42;220.59;0.00001;0.0;3;4
2811.06;39.33;221.35;0.00001;0.0;3;4
2814.08;39.48;220.69;0.00001;0.0;3;4
2817.24;39.36;221.41;0.00001;0.0;3;4
2820.34;39.42;220.58;0.00001;0.0;3;4
2823.57;39.37;221.64;0.00001;0.0;3;4
2826.76;39.42;221.5;0.00001;0.0;3;4
2829.86;39.4;220.87;0.00001;0.0;3;4
2832.92;39.49;220.2;0.00001;0.0;3;4
2836.1;39.48;220.93;0.00001;0.0;3;4
2839.19;39.37;220.17;0.00001;0.0;3;4
2842.37;39.44;221.24;0.00001;0.0;3;4
2845.63;39.49;221.15;0.00001;0.0;3;4
2848.84;39.4;221.07;0.00001;0.0;3;4
2852.02;39.43;220.92;0.00001;0.0;3;4
2855.23;39.45;221.44;0.00001;0.0;3;4
2858.21;39.41;221.01;0.00001;0.0;3;4
2861.26;39.47;222.05;0.00001;0.0;3;4
2864.33;39.5;220.71;0.00001;0.0;3;4
2867.32;39.49;220.18;0.00001;0.0;3;4
2870.12;0.0;0.0;0.0;0.0;0;0
2873.21;39.4;221.58;0.00001;0.0;3;4
2876.2;39.4;221.45;0.00001;0.0;3;4
2879.35;39.43;221.17;0.00001;0.0;3;4
2882.33;39.52;221.62;0.00001;0.0;3;4
2885.37;39.44;220.84;0.00001;0.0;3;4
2888.34;39.43;221.17;0.00001;0.0;3;4
2891.45;39.41;220.47;0.00001;0.0;3;4
2894.68;39.49;221.59;0.00001;0.0;3;4
2897.8;39.36;220.39;0.00001;0.0;3;4
2900.84;39.43;220.39;0.00001;0.0;3;4
2904.09;39.54;220.99;0.00001;0.0;3;4
2907.07;39.47;220.53;0.00001;0.0;3;4
2910.18;39.44;221.38;0.00001;0.0;3;4
2913.22;39.35;221.18;0.00001;0.0;3;4
2916.33;39.41;221.55;0.00001;0.0;3;4
2919.44;39.48;220.12;0.00001;0.0;3;4
2922.47;39.41;220.56;0.00001;0.0;3;4
2925.65;39.41;221.38;0.00001;0.0;3;4
2928.85;39.53;219.9;0.00001;0.0;3;4
2932.0;39.44;221.31;0.00001;0.0;3;4
2935.15;0.0;0.0;0.0;0.0;0;0
2938.19;39.43;221.14;0.00001;0.0;3;4
2941.25;39.44;220.93;0.00001;0.0;3;4
2944.36;39.43;221.41;0.00001;0.0;3;4
2947.38;39.52;220.1;0.00001;0.0;3;4
2950.54;39.42;221.55;0.00001;0.0;3;4
2953.72;39.48;220.79;0.00001;0.0;3;4
2956.85;39.42;221.08;0.00001;0.0;3;4
2959.83;39.39;220.02;0.00001;0.0;3;4
2963.04;39.65;221.63;0.00001;0.0;3;4
2966.2;39.47;220.74;0.00001;0.0;3;4
2969.31;39.48;221.28;0.00001;0.0;3;4
2972.51;39.42;220.68;0.00001;0.0;3;4
2975.72;39.35;220.22;0.00001;0.0;3;4
2978.93;39.41;220.62;0.00001;0.0;3;4
2982.21;39.41;220.97;0.00001;0.0;3;4
2985.26;39.41;220.97;0.00001;0.0;3;4
2988.47;39.35;221.05;0.00001;0.0;3;4
2991.53;39.43;220.47;0.00001;0.0;3;4
2994.52;39.41;220.72;0.00001;0.0;3;4
2997.81;39.4;220.72;0.00001;0.0;3;4
3000.85;39.43;220.61;0.00001;0.0;3;4
3003.82;39.37;220.7;0.00001;0.0;3;4
3006.81;39.36;221.05;0.00001;0.0;3;4
3009.68;39.52;221.49;0.00001;0.0;3;4
3012.58;39.51;220.81;0.00001;0.0;3;4
3015.63;39.44;220.75;0.00001;0.0;3;4
3018.6;39.44;220.55;0.00001;0.0;3;4
3018.6;39.38;221.15;0.00001;0.0;3;4
3021.44;39.37;220.91;0.00001;0.0;3;4
3024.34;39.41;221.45;0.00001;0.0;3;4
3027.28;39.38;220.58;0.00001;0.0;3;4
3030.32;39.41;220.44;0.00001;0.0;3;4
3033.25;39.42;222.28;0.00001;0.0;3;4
3036.17;39.43;220.94;0.00001;0.0;3;4
3039.2;39.38;220.56;0.00001;0.0;3;4
3042.16;39.36;221.03;0.00001;0.0;3;4
3045.21;39.38;220.68;0.00001;0.0;3;4
3048.24;39.57;220.85;0.00001;0.0;3;4
3051.29;39.36;221.0;0.00001;0.0;3;4
3054.29;39.52;220.49;0.00001;0.0;3;4
3057.4;39.53;220.45;0.00001;0.0;3;4
3060.41;39.32;221.29;0.00001;0.0;3;4
3063.5;39.42;220.74;0.00001;0.0;3;4
3066.59;39.41;220.69;0.00001;0.0;3;4
3069.68;39.52;220.89;0.00001;0.0;3;4
3072.82;39.41;220.41;0.00001;0.0;3;4
3076.04;39.4;220.8;0.00001;0.0;3;4
3079.26;39.53;220.47;0.00001;0.0;3;4
3082.37;39.43;220.92;0.00001;0.0;3;4
3085.56;39.4;220.65;0.00001;0.0;3;4
3088.75;39.53;220.38;0.00001;0.0;3;4
3091.84;39.38;220.55;0.00001;0.0;3;4
3094.87;39.66;221.85;0.00001;0.0;3;4
3097.99;0.0;0.0;0.0;0.0;0;0
3101.16;39.42;221.45;0.00001;0.0;3;4
3104.35;39.43;222.1;0.00001;0.0;3;4
3107.49;39.48;221.53;0.00001;0.0;3;4
3110.64;39.47;221.34;0.00001;0.0;3;4
3113.77;39.35;220.63;0.00001;0.0;3;4
3116.91;39.43;220.8;0.00001;0.0;3;4
3119.98;39.47;220.57;0.00001;0.0;3;4
3120.72;39.45;220.75;0.00001;0.0;3;4
3122.3;39.47;221.24;0.00001;0.0;3;4
3123.45;39.53;221.52;0.00001;0.0;3;4
3123.48;39.45;221.21;0.00001;0.0;3;4
3123.48;39.45;220.92;0.00001;0.0;3;4
3125.07;39.63;221.2;0.00001;0.0;3;4
3127.94;39.49;220.64;0.00002;0.0;3;4
3130.86;39.44;220.71;0.00003;0.0;3;4
3133.75;39.45;221.3;0.00003;0.0;3;4
3136.54;39.36;220.65;0.00003;0.0;3;4
3139.39;40.83;220.9;0.00003;0.0;4;4
3142.33;40.25;220.97;0.00003;0.0;4;4
3145.14;40.67;221.64;0.00003;0.0;4;4
3148.07;40.31;220.72;0.00003;0.0;4;4
3150.96;40.65;221.06;0.00003;0.0;4;4
3153.67;40.18;220.67;0.00003;0.0;4;4
3156.52;40.45;221.31;0.00003;0.0;4;4
3159.45;40.54;221.76;0.00003;0.0;4;4
3162.37;40.03;221.23;0.00003;0.0;4;4
3165.22;40.25;220.75;0.00003;0.0;4;4
3168.11;40.17;220.67;0.00003;0.0;4;4
3171.07;40.07;220.48;0.00002;0.0;4;4
3173.94;40.36;220.56;0.00002;0.0;4;4
3176.86;40.02;220.4;0.00002;0.0;4;4
3179.77;39.94;220.94;0.00003;0.0;4;4
3182.81;40.13;220.36;0.00003;0.0;4;4
3185.64;40.58;220.69;0.00003;0.0;4;4
3188.64;40.12;220.82;0.00003;0.0;4;4
3191.69;40.4;221.63;0.00003;0.0;4;4
3194.61;40.12;221.1;0.00003;0.0;4;4
3197.42;40.21;220.15;0.00003;0.0;4;4
3200.34;40.78;220.56;0.00003;0.0;4;4
3203.27;40.83;220.75;0.00003;0.0;4;4
3206.11;40.48;220.25;0.00003;0.0;4;4
3209.07;40.49;220.76;0.00003;0.0;4;4
3212.08;40.87;220.52;0.00003;0.0;4;4
3212.08;40.43;219.97;0.00003;0.0;4;4
3215.11;40.54;220.56;0.00003;0.0;4;4
3218.09;0.0;0.0;0.0;0.0;0;0
3221.04;40.6;220.53;0.00003;0.0;4;4
3223.95;40.78;220.3;0.00003;0.0;4;4
3226.97;40.33;221.15;0.00003;0.0;4;4
3229.91;40.39;222.31;0.00003;0.0;4;4
3232.93;40.78;219.96;0.00003;0.0;4;4
3235.82;0.0;0.0;0.0;0.0;0;0
3238.69;40.41;220.12;0.00003;0.0;4;4
3241.72;40.42;220.24;0.00003;0.0;4;4
3244.73;40.22;220.5;0.00003;0.0;4;4
3247.65;40.03;221.13;0.00003;0.0;4;4
3250.73;39.98;221.02;0.00003;0.0;4;4
3253.73;39.94;220.23;0.00003;0.0;4;4
3256.44;40.4;221.04;0.00003;0.0;4;4
3259.29;40.74;221.18;0.00003;0.0;4;4
3262.18;40.5;220.42;0.00003;0.0;4;4
3265.18;40.42;220.91;0.00003;0.0;4;4
3268.19;40.49;221.04;0.00003;0.0;4;4
3271.16;40.64;220.96;0.00003;0.0;4;4
3274.14;40.59;221.71;0.00003;0.0;4;4
3277.02;40.15;220.14;0.00003;0.0;4;4
3280.01;40.65;221.3;0.00003;0.0;4;4
3283.07;40.54;221.37;0.00003;0.0;4;4
3286.01;40.21;220.53;0.00003;0.0;4;4
3288.98;40.21;220.53;0.00003;0.0;4;4
3291.76;40.27;220.84;0.00003;0.0;4;4
3294.64;40.48;220.35;0.00003;0.0;4;4
3297.75;40.33;220.43;0.00002;0.0;4;4
3300.69;40.06;220.27;0.00002;0.0;4;4
3303.56;40.32;221.66;0.00002;0.0;4;4
3306.59;40.8;220.42;0.00002;0.0;4;4
3309.53;40.5;220.65;0.00002;0.0;4;4
3312.52;40.61;220.65;0.00002;0.0;4;4
3315.46;40.66;220.74;0.00002;0.0;4;4
3318.34;40.37;220.61;0.00002;0.0;4;4
3321.29;40.47;221.1;0.00002;0.0;4;4
3324.3;40.38;220.69;0.00002;0.0;4;4
3327.15;40.31;220.47;0.00002;0.0;4;4
3330.06;40.34;221.25;0.00002;0.0;4;4
3333.12;40.48;220.38;0.00002;0.0;4;4
3335.98;40.23;221.73;0.00002;0.0;4;4
3338.9;40.45;221.89;0.00002;0.0;4;4
3341.77;40.83;220.75;0.00002;0.0;4;4
3344.55;39.97;221.5;0.00002;0.0;4;4
3347.4;40.59;220.9;0.00002;0.0;4;4
3350.34;40.51;220.5;0.00002;0.0;4;4
3353.19;40.17;220.04;0.00002;0.0;4;4
3356.11;40.38;220.65;0.00002;0.0;4;4
3358.93;40.27;221.18;0.00002;0.0;4;4
3361.8;40.55;221.51;0.00002;0.0;4;4
3364.77;40.28;221.29;0.00002;0.0;4;4
3367.65;40.21;220.13;0.00002;0.0;4;4
3370.63;39.95;221.28;0.00002;0.0;4;4
3373.4;40.39;221.24;0.00002;0.0;4;4
3376.31;40.56;221.75;0.00002;0.0;4;4
3379.26;40.41;220.22;0.00002;0.0;4;4
3382.34;40.47;221.14;0.00002;0.0;4;4
3385.42;39.86;220.03;0.00002;0.0;4;4
3388.27;40.27;221.3;0.00002;0.0;4;4
3391.04;40.52;220.24;0.00002;0.0;4;4
3394.03;40.92;221.4;0.00002;0.0;4;4
3397.07;40.63;220.64;0.00002;0.0;4;4
3400.04;40.55;220.68;0.00002;0.0;4;4
3402.95;40.32;220.35;0.00002;0.0;4;4
3405.95;39.89;219.96;0.00002;0.0;4;4
3405.95;40.61;220.52;0.00002;0.0;4;4
3408.89;40.53;221.07;0.00002;0.0;4;4
3411.83;40.54;220.56;0.00002;0.0;4;4
3414.76;40.55;220.56;0.00002;0.0;4;4
3417.69;40.59;220.93;0.00002;0.0;4;4
3420.56;40.61;220.93;0.00002;0.0;4;4
3423.5;40.24;220.53;0.00002;0.0;4;4
3426.53;39.83;220.67;0.00002;0.0;4;4
3429.38;40.58;220.75;0.00002;0.0;4;4
3432.29;40.37;221.15;0.00002;0.0;4;4
3435.19;40.38;220.03;0.00002;0.0;4;4
3438.11;40.37;221.03;0.00002;0.0;4;4
3441.07;40.06;221.23;0.00002;0.0;4;4
3443.94;40.49;221.2;0.00002;0.0;4;4
3446.85;40.28;221.05;0.00002;0.0;4;4
3449.79;40.32;221.52;0.00002;0.0;4;4
3452.64;40.34;221.02;0.00002;0.0;4;4
3453.41;40.66;221.38;0.00002;0.0;4;4
3455.0;41.04;221.37;0.00002;0.0;4;4
3455.96;40.31;220.38;0.00002;0.0;4;4
3455.98;40.51;221.25;0.00002;0.0;4;4
3455.98;39.97;220.86;0.00002;0.0;4;4
3457.2;39.44;221.54;0.00003;0.0;4;4
3459.87;39.39;221.19;0.00003;0.0;4;4
3462.51;39.51;219.73;0.00003;0.0;4;4
3465.28;39.42;219.43;0.00003;0.0;4;4
3468.01;39.41;219.34;0.00003;0.0;4;5
3470.64;39.39;219.35;0.00003;0.0;4;5
3473.28;39.38;219.39;0.00003;0.0;4;5
3476.04;39.41;219.3;0.00003;0.0;4;5
3478.67;39.46;219.33;0.00003;0.0;4;5
3481.49;39.39;219.4;0.00003;0.0;4;5
3484.31;39.39;219.31;0.00003;0.0;4;5
3487.05;39.48;219.37;0.00003;0.0;4;5
3489.65;39.38;219.51;0.00003;0.0;4;5
3492.32;39.34;219.34;0.00003;0.0;4;5
3495.06;39.37;219.59;0.00003;0.0;4;5
3497.87;39.45;219.46;0.00003;0.0;4;5
3500.55;39.37;219.35;0.00003;0.0;4;5
3503.25;39.42;219.4;0.00003;0.0;4;5
3505.84;39.41;219.57;0.00003;0.0;4;5
3508.54;39.42;219.4;0.00003;0.0;4;5
3511.27;39.44;219.57;0.00003;0.0;4;5
3513.92;39.47;219.34;0.00003;0.0;4;5
3516.57;39.45;219.38;0.00003;0.0;4;5
3519.29;39.36;219.34;0.00003;0.0;4;5
3521.85;39.35;219.31;0.00003;0.0;4;5
3524.66;39.4;219.56;0.00003;0.0;4;5
3527.47;39.38;219.37;0.00003;0.0;4;5
3530.2;39.38;219.35;0.00003;0.0;4;5
3533.0;39.4;219.39;0.00003;0.0;4;5
3535.67;39.4;219.39;0.00003;0.0;4;5
3538.36;39.42;219.39;0.00003;0.0;4;5
3541.11;39.34;219.43;0.00003;0.0;4;5
3543.85;39.44;219.8;0.00003;0.0;4;5
3546.41;39.37;219.28;0.00003;0.0;4;5
